"group","year","size","mean_grade","date","map","action"
"Girtab",1617,6,4.67,"17/11/2016 11:51:59",1,1
"Girtab",1617,6,4.67,"17/11/2016 11:53:38",1,1
"Girtab",1617,6,4.67,"17/11/2016 11:54:29",3,1
"Girtab",1617,6,4.67,"17/11/2016 11:55:09",3,1
"Girtab",1617,6,4.67,"17/11/2016 11:56:03",3,1
"Girtab",1617,6,4.67,"17/11/2016 11:57:10",3,1
"Girtab",1617,6,4.67,"17/11/2016 11:59:12",1,1
"Girtab",1617,6,4.67,"17/11/2016 12:03:09",1,1
"Girtab",1617,6,4.67,"17/11/2016 12:10:31",1,1
"Girtab",1617,6,4.67,"17/11/2016 12:10:31",1,2
"Girtab",1617,6,4.67,"17/11/2016 12:10:46",1,4
"Girtab",1617,6,4.67,"17/11/2016 12:13:12",1,1
"Girtab",1617,6,4.67,"17/11/2016 12:13:21",1,2
"Girtab",1617,6,4.67,"17/11/2016 12:13:59",1,1
"Girtab",1617,6,4.67,"17/11/2016 12:14:00",1,2
"Girtab",1617,6,4.67,"17/11/2016 12:14:04",1,4
"Girtab",1617,6,4.67,"17/11/2016 12:14:21",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:29:23",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:30:20",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:35:30",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:44:36",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:46:04",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:46:35",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:47:10",1,1
"Girtab",1617,6,4.67,"17/11/2016 12:47:10",1,2
"Girtab",1617,6,4.67,"17/11/2016 12:47:37",1,4
"Girtab",1617,6,4.67,"17/11/2016 12:48:04",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:48:04",2,2
"Girtab",1617,6,4.67,"17/11/2016 12:48:50",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:49:39",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:50:18",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:50:55",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:52:43",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:52:54",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:53:28",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:53:29",2,2
"Girtab",1617,6,4.67,"17/11/2016 12:53:59",2,1
"Girtab",1617,6,4.67,"17/11/2016 12:53:59",2,2
