"group","year","size","mean_grade","date","map","action"
"Bellatrix",1920,4,6.835,"05/11/2019 10:24:51",1,1
"Bellatrix",1920,4,6.835,"05/11/2019 10:24:51",1,2
"Bellatrix",1920,4,6.835,"05/11/2019 10:25:04",1,1
"Bellatrix",1920,4,6.835,"05/11/2019 10:25:26",1,2
"Bellatrix",1920,4,6.835,"05/11/2019 10:25:39",1,1
"Bellatrix",1920,4,6.835,"05/11/2019 10:25:45",1,2
"Bellatrix",1920,4,6.835,"05/11/2019 12:03:48",1,3
"Bellatrix",1920,4,6.835,"05/11/2019 12:09:58",1,4
"Bellatrix",1920,4,6.835,"05/11/2019 12:33:00",1,5
"Bellatrix",1920,4,6.835,"05/11/2019 13:19:16",1,1
"Bellatrix",1920,4,6.835,"05/11/2019 13:19:28",1,2
"Bellatrix",1920,4,6.835,"05/11/2019 13:19:40",1,3
"Bellatrix",1920,4,6.835,"05/11/2019 13:19:56",1,4
"Bellatrix",1920,4,6.835,"05/11/2019 16:27:05",1,5
"Bellatrix",1920,4,6.835,"05/11/2019 17:29:22",1,1
"Bellatrix",1920,4,6.835,"05/11/2019 17:29:33",1,2
"Bellatrix",1920,4,6.835,"05/11/2019 17:34:24",1,3
"Bellatrix",1920,4,6.835,"05/11/2019 17:34:45",1,4
"Bellatrix",1920,4,6.835,"05/11/2019 17:34:58",1,5
"Bellatrix",1920,4,6.835,"05/11/2019 18:41:12",1,1
"Bellatrix",1920,4,6.835,"05/11/2019 18:41:13",1,2
"Bellatrix",1920,4,6.835,"05/11/2019 18:41:25",1,3
"Bellatrix",1920,4,6.835,"05/11/2019 18:41:53",1,4
"Bellatrix",1920,4,6.835,"05/11/2019 18:53:48",1,1
"Bellatrix",1920,4,6.835,"05/11/2019 18:53:49",1,2
"Bellatrix",1920,4,6.835,"05/11/2019 18:54:04",1,3
"Bellatrix",1920,4,6.835,"05/11/2019 18:54:35",1,4
"Bellatrix",1920,4,6.835,"05/11/2019 18:54:43",1,5
"Bellatrix",1920,4,6.835,"05/11/2019 18:59:47",2,1
"Bellatrix",1920,4,6.835,"05/11/2019 18:59:49",2,2
"Bellatrix",1920,4,6.835,"05/11/2019 19:03:52",2,1
"Bellatrix",1920,4,6.835,"05/11/2019 19:03:53",2,2
"Bellatrix",1920,4,6.835,"05/11/2019 19:05:03",2,3
"Bellatrix",1920,4,6.835,"05/11/2019 19:05:21",2,1
"Bellatrix",1920,4,6.835,"05/11/2019 19:05:21",2,2
"Bellatrix",1920,4,6.835,"05/11/2019 19:05:34",2,3
"Bellatrix",1920,4,6.835,"05/11/2019 19:06:28",2,4
"Bellatrix",1920,4,6.835,"05/11/2019 19:06:45",2,5
"Bellatrix",1920,4,6.835,"05/11/2019 19:08:04",3,1
"Bellatrix",1920,4,6.835,"05/11/2019 19:08:44",3,1
"Bellatrix",1920,4,6.835,"05/11/2019 19:11:44",3,1
"Bellatrix",1920,4,6.835,"05/11/2019 19:14:03",3,1
"Bellatrix",1920,4,6.835,"05/11/2019 19:14:55",3,2
"Bellatrix",1920,4,6.835,"05/11/2019 19:15:06",3,1
"Bellatrix",1920,4,6.835,"05/11/2019 19:16:45",3,2
"Bellatrix",1920,4,6.835,"05/11/2019 19:16:53",3,1
"Bellatrix",1920,4,6.835,"05/11/2019 19:18:17",3,1
"Bellatrix",1920,4,6.835,"05/11/2019 19:18:58",3,1
"Bellatrix",1920,4,6.835,"05/11/2019 22:06:48",3,2
"Bellatrix",1920,4,6.835,"05/11/2019 22:06:55",3,3
"Bellatrix",1920,4,6.835,"05/11/2019 22:07:02",3,4
"Bellatrix",1920,4,6.835,"05/11/2019 22:07:04",3,5
"Bellatrix",1920,4,6.835,"06/11/2019 9:22:26",1,1
"Bellatrix",1920,4,6.835,"06/11/2019 9:22:32",1,2
"Bellatrix",1920,4,6.835,"06/11/2019 10:51:52",1,3
"Bellatrix",1920,4,6.835,"06/11/2019 11:00:12",1,4
"Bellatrix",1920,4,6.835,"06/11/2019 11:00:19",1,5
"Bellatrix",1920,4,6.835,"06/11/2019 12:37:32",1,1
"Bellatrix",1920,4,6.835,"06/11/2019 12:38:07",1,2
"Bellatrix",1920,4,6.835,"06/11/2019 12:41:24",1,3
"Bellatrix",1920,4,6.835,"06/11/2019 12:43:33",1,4
"Bellatrix",1920,4,6.835,"06/11/2019 12:43:41",1,5
"Bellatrix",1920,4,6.835,"06/11/2019 16:40:08",3,1
"Bellatrix",1920,4,6.835,"06/11/2019 16:41:45",3,1
"Bellatrix",1920,4,6.835,"06/11/2019 16:44:51",3,1
"Bellatrix",1920,4,6.835,"06/11/2019 16:46:27",3,1
"Bellatrix",1920,4,6.835,"06/11/2019 16:49:36",3,1
"Bellatrix",1920,4,6.835,"06/11/2019 16:51:27",3,1
"Bellatrix",1920,4,6.835,"06/11/2019 16:51:28",3,2
"Bellatrix",1920,4,6.835,"06/11/2019 16:51:38",3,3
"Bellatrix",1920,4,6.835,"06/11/2019 16:53:41",3,1
"Bellatrix",1920,4,6.835,"06/11/2019 16:58:13",3,2
"Bellatrix",1920,4,6.835,"06/11/2019 16:58:25",3,1
"Bellatrix",1920,4,6.835,"06/11/2019 17:01:37",3,1
"Bellatrix",1920,4,6.835,"06/11/2019 17:01:38",3,2
"Bellatrix",1920,4,6.835,"06/11/2019 17:08:15",3,1
