Grupo,Año,TIempo,Session,Objeto,Accion,Nota,Compuesto,,,,,
DBA 1516 P2 GA,1516,22/10/2015 17:29:21,84557317827,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,22/10/2015 17:29:22,84557317827,PROBLEM1,40,"7,8",PROBLEM1-40,,,,,
DBA 1516 P2 GA,1516,22/10/2015 17:29:39,84557317827,PROBLEM1,60,"7,8",PROBLEM1-60,,,,,
DBA 1516 P2 GA,1516,22/10/2015 17:34:09,13090455475,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,22/10/2015 17:34:10,13090455475,PROBLEM1,40,"7,8",PROBLEM1-40,,,,,
DBA 1516 P2 GA,1516,22/10/2015 17:34:40,13090455475,PROBLEM1,60,"7,8",PROBLEM1-60,,,,,
DBA 1516 P2 GA,1516,28/10/2015 14:08:56,103879609524,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:13:41,93419335161,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:17:25,98068190243,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:24:55,82317887407,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:25:22,50615350630,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:26:28,23299516035,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:39:44,72144600342,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:40:26,85388844511,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:43:27,16755827257,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:45:06,89590155452,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:48:28,60330564316,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:48:36,6008106071,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:50:53,109827932573,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:51:23,38856545905,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:51:45,52924525286,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:55:07,63896148696,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,02/11/2015 16:56:29,78342623435,PROBLEM1,20,"7,8",PROBLEM1-20,,,,Compuesto,
DBA 1516 P2 GA,1516,02/11/2015 17:00:58,21506524143,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM1-20,6762
DBA 1516 P2 GA,1516,02/11/2015 17:03:00,70390370747,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM1-40,3534
DBA 1516 P2 GA,1516,02/11/2015 17:03:47,76509787638,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM1-60,
DBA 1516 P2 GA,1516,02/11/2015 17:04:31,73862232129,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM1-80,
DBA 1516 P2 GA,1516,02/11/2015 17:05:17,97284175030,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM1-100,
DBA 1516 P2 GA,1516,02/11/2015 17:06:45,26486905361,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM2-20,
DBA 1516 P2 GA,1516,02/11/2015 17:07:12,108197219076,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM2-40,
DBA 1516 P2 GA,1516,02/11/2015 17:08:11,28262256652,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM2-80,
DBA 1516 P2 GA,1516,02/11/2015 17:09:42,93865851428,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM2-60,
DBA 1516 P2 GA,1516,02/11/2015 17:10:13,70387634948,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM3-20,
DBA 1516 P2 GA,1516,02/11/2015 17:10:44,88588167061,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM3-40,
DBA 1516 P2 GA,1516,02/11/2015 17:44:52,99057369615,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM4-20,
DBA 1516 P2 GA,1516,02/11/2015 17:45:34,10528362411,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM4-40,
DBA 1516 P2 GA,1516,02/11/2015 17:46:37,30704231316,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM5-20,
DBA 1516 P2 GA,1516,02/11/2015 18:01:26,65467626545,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM5-40,
DBA 1516 P2 GA,1516,02/11/2015 18:02:20,64662077168,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM5-80,
DBA 1516 P2 GA,1516,02/11/2015 18:03:48,62389948304,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM5-60,
DBA 1516 P2 GA,1516,02/11/2015 18:05:31,14183112762,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM5-100,
DBA 1516 P2 GA,1516,04/11/2015 12:52:12,23752969533,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM6-20,
DBA 1516 P2 GA,1516,04/11/2015 13:10:01,53405186348,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM6-40,
DBA 1516 P2 GA,1516,04/11/2015 13:10:59,83735557089,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM6-60,
DBA 1516 P2 GA,1516,04/11/2015 13:14:44,24481811476,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM6-80,
DBA 1516 P2 GA,1516,04/11/2015 13:14:57,8104506736,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM6-100,
DBA 1516 P2 GA,1516,04/11/2015 13:16:07,29355644780,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM7-20,
DBA 1516 P2 GA,1516,04/11/2015 13:25:54,45214937234,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM7-40,
DBA 1516 P2 GA,1516,04/11/2015 13:28:40,54728197106,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM7-60,
DBA 1516 P2 GA,1516,04/11/2015 13:30:39,69405346100,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM8-20,
DBA 1516 P2 GA,1516,04/11/2015 13:32:33,77519533189,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM8-40,
DBA 1516 P2 GA,1516,04/11/2015 13:34:26,72021978224,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM8-60,
DBA 1516 P2 GA,1516,04/11/2015 13:35:27,52755173737,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM9-20,
DBA 1516 P2 GA,1516,04/11/2015 13:38:25,98844740483,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM9-40,
DBA 1516 P2 GA,1516,04/11/2015 13:40:52,2907972786,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM9-60,
DBA 1516 P2 GA,1516,05/11/2015 23:57:24,3185044032,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM3-60,
DBA 1516 P2 GA,1516,08/11/2015 15:42:27,10925781667,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM4-60,520
DBA 1516 P2 GA,1516,08/11/2015 16:54:18,60232263707,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM2-100,484
DBA 1516 P2 GA,1516,08/11/2015 16:54:21,10453743680,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM3-80,430
DBA 1516 P2 GA,1516,08/11/2015 16:55:56,108080931213,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM3-100,
DBA 1516 P2 GA,1516,08/11/2015 16:59:13,74033151314,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM4-80,
DBA 1516 P2 GA,1516,08/11/2015 17:00:43,83526096247,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM4-100,308
DBA 1516 P2 GA,1516,08/11/2015 17:03:36,102627163938,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM7-80,314
DBA 1516 P2 GA,1516,08/11/2015 17:04:41,87280986031,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM7-100,301
DBA 1516 P2 GA,1516,08/11/2015 17:15:36,50648993054,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM8-80,433
DBA 1516 P2 GA,1516,08/11/2015 17:17:04,60814466889,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM8-100,
DBA 1516 P2 GA,1516,08/11/2015 17:18:46,36873517926,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM9-80,
DBA 1516 P2 GA,1516,08/11/2015 17:24:26,80000583406,PROBLEM1,20,"7,8",PROBLEM1-20,,,,PROBLEM9-100,
DBA 1516 P2 GA,1516,08/11/2015 17:25:16,55742234419,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:25:36,104737152091,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:33:02,33815599851,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:36:07,46188803007,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:36:36,91479539075,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:36:49,13607929285,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:37:21,44538622051,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:38:42,83008660359,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:40:53,105407660203,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:42:15,25185724435,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:42:20,53483272063,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:42:54,63386421640,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:43:16,103277389212,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:43:26,40542514338,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:44:02,58653703761,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:45:00,74662962772,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:45:20,82673847346,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:45:29,93207800164,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:46:09,110471450732,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:46:57,30314700265,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:48:04,84172340071,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:48:15,42698243487,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:49:56,6902917347,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:50:51,10385919249,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:51:24,19116370306,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:52:44,99833010831,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:53:28,58420950888,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:56:58,58834413563,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 17:59:08,17482504592,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:15:05,83725226915,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:15:49,39552876867,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:16:14,49972888950,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:17:25,15284375620,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:18:51,33782520234,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:22:56,58460343613,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:25:10,72013444076,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:26:03,48346600958,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:28:29,25342966821,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:29:34,59855371583,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:30:57,34742079174,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:33:40,52096008208,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:34:52,104450878543,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:38:25,107852868187,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:38:47,929790241,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:39:32,15212051716,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:40:27,108394344356,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:41:08,52557493434,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:42:03,62712134415,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:51:22,66357506906,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:51:53,93235321636,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:52:19,79834627339,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:53:28,26942344712,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:53:54,29350962183,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:55:09,38321286744,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:55:53,15735638152,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:57:27,80771203127,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 18:58:33,62672403242,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 19:03:08,51913611174,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 19:05:19,51903795606,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 19:06:23,62555664598,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 19:08:14,49892049543,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 19:09:22,88730794769,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 19:10:30,58650758495,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 19:11:10,90317438038,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,08/11/2015 19:11:30,35855759325,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 11:55:15,44961714822,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 11:59:31,91309493784,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:00:47,85842954611,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:02:52,38068577908,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:03:17,2872993417,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:05:16,23801879821,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:05:52,15200883389,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:07:11,7454593778,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:08:02,4418952984,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:10:49,94156766801,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:11:22,86025873681,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:23:00,24805030025,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:45:01,90846967304,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:48:16,22324844609,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:49:33,62046442064,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 12:50:51,21585553440,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:06:53,88610872829,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:08:20,106338443316,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:09:11,101577471355,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:11:28,41594758278,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:11:53,81084970842,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:12:37,47317717897,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:14:18,66193231942,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:16:55,61383783415,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:17:39,30330812391,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:18:56,103977734483,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:21:24,34532672014,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:23:25,3159729274,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:24:04,39515483311,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:24:28,7443582434,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:25:28,16379437422,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:25:51,106768009999,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:26:17,102421862791,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:28:04,72831155961,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:28:52,100236640352,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:30:53,103693959399,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:31:02,2212936979,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:32:19,44198656257,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:33:22,329017289,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:34:30,13646961542,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:37:10,36948088484,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:37:40,94651938760,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:38:47,28640871588,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:39:34,67340431755,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:39:58,16442945404,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:40:53,29497728894,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:48:03,71616596109,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:48:30,74792861070,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:48:47,1949128390,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,11/11/2015 13:57:06,10344844940,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 9:54:49,84865612800,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 9:55:31,83476403442,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 9:56:15,76605140963,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:03:36,4187284694,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:04:34,26816940580,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:07:44,46386747777,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:09:23,795862675,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:09:54,17078925016,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:10:37,51754294434,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:13:22,55366714100,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:14:19,41977933289,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:14:47,99254834811,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:15:18,80104159682,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:45:12,21605398983,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 10:45:26,49762850192,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:00:29,42935130620,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:03:17,5369306138,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:03:52,96280953534,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:05:18,61268718919,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:07:51,43608684044,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:08:46,37444259429,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:15:14,64917109867,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:15:49,9926970226,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:17:49,11666846112,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:18:06,75359233103,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:18:57,105993561516,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:19:01,42493138960,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
DBA 1516 P2 GA,1516,18/11/2015 11:22:53,100052843150,PROBLEM1,20,"7,8",PROBLEM1-20,,,,,
