Nodes 4
Total Frequency
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,2250,0,0,2125
PROBLEM2,0,1118,0,710
START,2124,710,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,49093000,0,0,0
PROBLEM2,0,2902000,0,0
START,0,0,0,0
END,0,0,0,0
