Nodes 4
Total Frequency
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,488,0,0,403
PROBLEM2,0,598,0,248
START,403,248,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,1782000,0,0,0
PROBLEM2,0,12670000,0,0
START,0,0,0,0
END,0,0,0,0
