Nodes 4
Total Frequency
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,1244,0,0,1177
PROBLEM2,0,821,0,576
START,1177,576,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,1778000,0,0,0
PROBLEM2,0,1585000,0,0
START,0,0,0,0
END,0,0,0,0
