Nodes 4
Total Frequency
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,7636,20,0,6729
PROBLEM2,0,4324,0,2157
START,6765,2147,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,90354000,111000,0,0
PROBLEM2,0,31973000,0,0
START,0,0,0,0
END,0,0,0,0
