Nodes 4
Total Frequency
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,333,0,0,162
PROBLEM9,0,154,0,50
START,162,50,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,648000,0,0,0
PROBLEM9,0,788000,0,0
START,0,0,0,0
END,0,0,0,0
