Nodes 4
Total Frequency
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,2255,20,0,2122
PROBLEM2,0,1499,0,632
START,2164,618,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,10282000,111000,0,0
PROBLEM2,0,38275000,0,0
START,0,0,0,0
END,0,0,0,0
