Nodes 4
Total Frequency
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,563,0,0,491
PROBLEM2,0,317,0,245
START,491,245,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,16716000,0,0,0
PROBLEM2,0,14215000,0,0
START,0,0,0,0
END,0,0,0,0
