Nodes 4
Total Frequency
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,1121,0,0,946
PROBLEM2,0,947,0,509
START,946,509,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM2,START,END
PROBLEM1,21082000,0,0,0
PROBLEM2,0,27451000,0,0
START,0,0,0,0
END,0,0,0,0
