Nodes 4
Total Frequency
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,530,0,0,314
PROBLEM9,0,541,0,299
START,313,297,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,45333000,0,0,0
PROBLEM9,0,2901000,0,0
START,0,0,0,0
END,0,0,0,0
