Nodes 4
Total Frequency
,PROBLEM9,PROBLEM1,START,END
PROBLEM9,93,0,0,57
PROBLEM1,0,0,0,52
START,57,52,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM9,PROBLEM1,START,END
PROBLEM9,396000,0,0,0
PROBLEM1,0,0,0,0
START,0,0,0,0
END,0,0,0,0
