Nodes 4
Total Frequency
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,290,0,0,606
PROBLEM9,0,287,0,109
START,606,109,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,1425000,0,0,0
PROBLEM9,0,2012000,0,0
START,0,0,0,0
END,0,0,0,0
