Nodes 4
Total Frequency
,PROBLEM1,PROBLEM6,START,END
PROBLEM1,251,0,0,350
PROBLEM6,0,217,0,113
START,350,113,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM6,START,END
PROBLEM1,4113000,0,0,0
PROBLEM6,0,3611000,0,0
START,0,0,0,0
END,0,0,0,0
