Nodes 4
Total Frequency
,PROBLEM2,PROBLEM1,START,END
PROBLEM2,1866,2,0,791
PROBLEM1,0,3506,0,2547
START,795,2546,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM2,PROBLEM1,START,END
PROBLEM2,8941000,6000,0,0
PROBLEM1,0,98576000,0,0
START,0,0,0,0
END,0,0,0,0
