Nodes 4
Total Frequency
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,1532,0,0,1030
PROBLEM9,0,1245,0,672
START,1024,662,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,135419000,0,0,0
PROBLEM9,0,136082000,0,0
START,0,0,0,0
END,0,0,0,0
