Nodes 4
Total Frequency
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,765,0,0,1190
PROBLEM9,0,432,0,175
START,1189,175,0,0
END,0,0,0,0

Total Duration ms
,PROBLEM1,PROBLEM9,START,END
PROBLEM1,6029000,0,0,0
PROBLEM9,0,4298000,0,0
START,0,0,0,0
END,0,0,0,0
