PROBLEM1-20 PROBLEM6-20 PROBLEM6-60 PROBLEM1-60 PROBLEM1-100 PROBLEM6-100 PROBLEM7-20 PROBLEM7-60 PROBLEM7-100 PROBLEM3-20 PROBLEM3-60 PROBLEM3-100 START END 
0 0 0 2 0 0 0 0 0 0 0 0 0 4
0 0 3 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0 0 0 0 2
0 0 0 0 2 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 1 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 3 0 0 0 0 1 0 0 1 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
