PROBLEM1-20 PROBLEM2-20 PROBLEM1-40 PROBLEM1-80 PROBLEM1-100 PROBLEM2-40 PROBLEM2-80 PROBLEM2-60 START END 
0 0 131 0 0 0 0 0 0 97
0 0 0 0 0 28 0 0 0 19
0 0 0 73 0 0 0 0 0 56
0 0 0 0 74 0 0 0 0 0
0 0 0 0 0 0 0 0 0 74
0 0 0 0 0 0 20 0 0 8
0 0 0 0 0 0 0 20 0 0
0 0 0 0 0 0 0 0 0 19
228 47 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
