PROBLEM9-20 PROBLEM9-40 PROBLEM2-20 PROBLEM2-40 PROBLEM1-20 PROBLEM1-40 PROBLEM3-20 PROBLEM3-40 PROBLEM5-20 PROBLEM5-40 START END 
0 6 0 0 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 4
0 0 0 17 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 12
0 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 1 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 0 0 1
8 0 16 0 1 0 1 0 1 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
