PROBLEM1-20 PROBLEM1-60 PROBLEM3-20 PROBLEM3-60 PROBLEM9-20 PROBLEM9-60 PROBLEM2-20 PROBLEM2-60 PROBLEM1-100 PROBLEM6-20 PROBLEM6-60 PROBLEM6-100 PROBLEM7-20 PROBLEM7-60 PROBLEM9-100 PROBLEM3-100 PROBLEM2-100 START END 
0 88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 69
0 0 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 46
0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 4
0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 7
0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 18
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62
0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14
0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19
157 20 11 0 22 2 38 11 0 16 2 0 8 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
