PROBLEM1-20 PROBLEM1-40 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM3-20 PROBLEM3-40 PROBLEM3-100 PROBLEM2-100 START END 
0 63 23 0 0 0 0 0 0 0 28
0 0 4 0 0 0 0 0 0 0 60
0 0 0 0 0 0 0 0 0 0 26
0 0 0 0 32 0 0 0 3 0 8
0 0 0 0 0 0 0 0 0 0 32
0 0 0 0 0 0 5 3 0 0 3
0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 0 0 3
114 0 0 43 0 11 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
