PROBLEM1-20 PROBLEM1-40 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-80 PROBLEM2-60 PROBLEM6-20 PROBLEM6-40 START END 
0 506 0 0 0 0 0 0 0 0 0 189
0 0 122 0 0 0 0 0 0 0 0 375
0 0 0 112 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 117
0 0 0 0 0 380 0 0 0 0 0 80
0 0 0 0 0 0 51 31 0 0 0 298
0 0 0 0 0 0 0 47 0 0 0 21
0 0 0 0 0 0 0 0 0 0 0 60
0 0 0 0 0 0 0 0 0 27 0 1
0 0 0 0 0 0 0 0 0 0 0 11
695 0 0 0 460 0 0 0 28 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
