PROBLEM1-20 PROBLEM1-40 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-100 PROBLEM5-20 PROBLEM5-40 START END 
0 87 20 0 0 0 0 0 0 32
0 0 7 0 0 0 0 0 0 82
0 0 0 0 0 0 0 0 0 25
0 0 0 0 19 3 0 0 0 11
0 0 0 0 0 0 0 0 0 19
0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 3 0 2
0 0 0 0 0 0 0 0 0 3
139 0 0 33 0 0 7 0 0 0
0 0 0 0 0 0 0 0 0 0
