PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-100 PROBLEM1-80 PROBLEM5-60 PROBLEM6-20 PROBLEM6-40 PROBLEM6-60 PROBLEM6-100 PROBLEM6-80 PROBLEM7-20 PROBLEM7-40 PROBLEM7-60 PROBLEM7-100 START END 
0 192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
0 0 164 0 0 0 0 0 0 0 0 0 0 0 0 0 28
0 0 0 140 0 0 0 0 0 0 0 0 0 0 0 0 32
0 0 0 0 59 0 0 0 0 0 0 0 0 0 0 0 81
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
146 0 0 0 0 0 9 0 0 0 0 11 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
