PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM2-20 PROBLEM2-40 PROBLEM1-100 PROBLEM2-60 PROBLEM2-100 START END 
0 59 0 0 0 0 0 0 0 18
0 0 40 0 0 8 0 0 0 11
0 0 0 0 0 0 0 0 0 35
0 0 0 0 31 0 0 0 0 0
0 0 0 0 0 0 19 0 0 12
0 0 0 0 0 0 0 0 0 13
0 0 0 0 0 0 0 8 0 10
0 0 0 0 0 0 0 0 0 8
77 0 0 31 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
