PROBLEM1-20 PROBLEM1-40 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-80 PROBLEM2-60 PROBLEM2-100 START END 
0 20 0 0 0 0 0 0 0 0 166
0 0 13 0 0 0 0 0 0 0 7
0 0 0 13 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 13
0 0 0 0 0 4 0 0 0 0 1
0 0 0 0 0 0 4 0 0 0 0
0 0 0 0 0 0 0 4 0 0 0
0 0 0 0 0 0 0 0 3 0 1
0 0 0 0 0 0 0 0 0 0 3
186 0 0 0 5 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
