PROBLEM1-20 PROBLEM1-40 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-80 PROBLEM2-60 PROBLEM1-60 START END 
0 63 0 0 0 0 0 0 0 0 111
0 0 39 0 0 0 0 0 0 0 20
0 0 0 42 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 9 0 33
0 0 0 0 0 13 0 0 0 0 3
0 0 0 0 0 0 8 0 0 0 5
0 0 0 0 0 0 0 8 0 0 0
0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 10
174 0 0 0 16 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
