PROBLEM1-20 PROBLEM1-60 PROBLEM2-20 PROBLEM2-60 PROBLEM9-20 PROBLEM9-60 PROBLEM6-20 PROBLEM6-60 PROBLEM2-100 PROBLEM1-100 PROBLEM9-100 START END 
0 79 0 0 0 0 0 0 0 0 0 0 32
0 0 0 0 0 0 0 0 0 20 0 0 53
0 0 0 15 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 5 0 0 0 11
0 0 0 0 0 12 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 4 0 9
0 0 0 0 0 0 0 5 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 0 0 0 20
0 0 0 0 0 0 0 0 0 0 0 0 4
104 1 18 1 12 1 6 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
