PROBLEM2-20 PROBLEM2-60 PROBLEM1-20 PROBLEM9-20 PROBLEM9-60 PROBLEM7-20 PROBLEM7-60 PROBLEM1-60 PROBLEM6-20 PROBLEM6-60 PROBLEM1-100 PROBLEM2-100 PROBLEM8-20 PROBLEM8-60 START END 
0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 20
0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 19
0 0 0 0 0 0 0 84 0 0 0 0 0 0 0 6
0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12
0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 68
0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
45 0 90 14 0 6 0 2 16 0 0 0 7 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
