PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-80 PROBLEM1-100 PROBLEM3-20 PROBLEM3-40 PROBLEM3-60 PROBLEM3-80 PROBLEM3-100 PROBLEM5-20 PROBLEM5-40 PROBLEM5-60 PROBLEM5-80 PROBLEM5-100 START END 
0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 10
0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 13
0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24
0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 0 0 0 62 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 62 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 43 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 15
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16
49 0 0 0 0 19 0 0 0 0 34 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
