PROBLEM1-20 PROBLEM1-40 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-100 PROBLEM3-20 PROBLEM3-100 PROBLEM4-20 PROBLEM4-100 PROBLEM6-20 PROBLEM6-100 PROBLEM6-40 PROBLEM7-20 PROBLEM7-40 PROBLEM7-100 PROBLEM8-40 PROBLEM8-20 PROBLEM8-100 START END 
0 45 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24
0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50
0 0 0 0 8 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 5 7 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 78 27 0 0 0 0 20
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 14 0 12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17
116 0 0 17 0 0 14 0 11 0 17 0 0 125 7 1 5 53 2 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
