PROBLEM1-20 PROBLEM2-20 PROBLEM1-40 PROBLEM1-80 PROBLEM1-100 PROBLEM2-40 PROBLEM2-80 PROBLEM2-60 PROBLEM3-20 PROBLEM3-40 PROBLEM4-20 PROBLEM4-40 START END 
0 0 164 0 0 0 0 0 0 0 0 0 0 126
0 0 0 0 0 161 0 0 0 0 0 0 0 70
0 0 0 93 0 0 0 0 0 0 0 0 0 69
0 0 0 0 94 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 94
0 0 0 0 0 0 80 0 0 0 0 0 0 75
0 0 0 0 0 0 0 39 0 0 0 0 0 41
0 0 0 0 0 0 0 0 0 0 0 0 0 42
0 0 0 0 0 0 0 0 0 22 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 18
0 0 0 0 0 0 0 0 0 0 0 9 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 3
290 231 0 0 0 0 0 0 30 0 9 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
