PROBLEM1-20 PROBLEM1-100 PROBLEM1-40 PROBLEM2-20 PROBLEM2-40 PROBLEM2-100 PROBLEM3-20 PROBLEM3-40 START END 
0 17 31 0 0 0 0 0 0 13
0 0 4 0 0 0 0 0 0 13
0 0 0 0 0 0 0 0 0 28
0 0 0 0 18 2 0 0 0 5
0 0 0 0 0 2 0 0 0 14
0 0 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 17 0 2
0 0 0 0 0 0 0 0 0 14
54 0 0 23 0 0 17 0 0 0
0 0 0 0 0 0 0 0 0 0
