PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM8-20 PROBLEM8-40 PROBLEM8-60 PROBLEM8-100 PROBLEM8-80 START END 
0 32 0 0 0 0 0 0 0 1
0 0 19 0 0 0 0 0 0 13
0 0 0 0 0 0 0 0 0 14
0 0 0 0 27 0 0 0 0 1
0 0 0 0 0 24 0 0 0 3
0 0 0 0 0 0 24 0 0 0
0 0 0 0 0 0 0 13 0 21
0 0 0 0 0 0 0 0 0 3
33 0 0 28 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
