PROBLEM1-20 PROBLEM1-40 PROBLEM1-80 PROBLEM2-20 PROBLEM2-40 PROBLEM1-100 PROBLEM2-80 PROBLEM2-60 START END 
0 118 0 0 0 0 0 0 0 75
0 0 64 0 0 0 0 0 0 38
0 0 0 0 0 53 0 0 0 15
0 0 0 0 59 0 0 0 0 6
0 0 0 0 0 0 43 0 0 10
0 0 0 0 0 0 0 0 0 53
0 0 0 0 0 0 0 42 0 4
0 0 0 0 0 0 0 0 0 44
193 0 0 65 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
