PROBLEM1-40 PROBLEM1-20 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM9-20 PROBLEM9-40 PROBLEM3-20 PROBLEM3-40 START END 
0 0 4 0 0 0 0 0 0 0 13
14 0 18 0 0 0 0 0 0 0 15
0 0 0 0 0 0 0 0 0 0 20
0 0 0 0 19 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 19
0 0 0 0 0 0 6 0 0 0 5
0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0 3
1 47 0 27 0 11 0 3 0 0 0
0 0 0 0 0 0 0 0 0 0 0
