PROBLEM6-20 PROBLEM6-40 PROBLEM6-60 PROBLEM7-20 PROBLEM7-40 PROBLEM7-60 PROBLEM7-100 PROBLEM7-80 PROBLEM8-20 PROBLEM8-40 PROBLEM8-60 PROBLEM8-100 PROBLEM8-80 PROBLEM9-20 PROBLEM9-40 PROBLEM9-60 PROBLEM9-100 PROBLEM9-80 START END 
0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 25
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 20
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
6 0 0 33 0 0 0 0 30 0 0 0 0 30 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
