PROBLEM1-20 PROBLEM4-20 PROBLEM4-40 PROBLEM1-40 PROBLEM5-20 PROBLEM5-40 PROBLEM1-60 PROBLEM1-80 PROBLEM1-100 PROBLEM5-60 PROBLEM5-80 PROBLEM5-100 PROBLEM6-20 PROBLEM6-40 PROBLEM6-60 PROBLEM7-20 PROBLEM7-40 PROBLEM7-60 START END 
0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27
0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18
0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 43
0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 15
0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12
0 0 0 0 0 0 0 0 0 0 0 0 0 67 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13
80 27 0 0 29 0 0 0 0 0 0 0 68 0 0 16 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
