PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-100 PROBLEM1-80 PROBLEM5-60 PROBLEM6-60 PROBLEM6-80 START END 
0 192 0 0 0 0 0 0 0 4
0 0 164 0 0 0 0 0 0 28
0 0 0 140 0 0 0 0 0 32
0 0 0 0 59 0 0 0 0 81
0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 1
146 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
