PROBLEM1-20 PROBLEM1-40 PROBLEM1-100 PROBLEM1-60 PROBLEM1-80 PROBLEM2-20 PROBLEM2-40 PROBLEM2-60 PROBLEM2-80 PROBLEM2-100 START END 
0 174 0 0 0 0 0 0 0 0 0 0
0 0 39 114 0 0 0 0 0 0 0 30
0 0 0 0 9 0 0 0 0 0 0 59
0 0 29 0 0 0 0 0 0 0 0 85
0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 9 0 0 0 0 0
0 0 0 0 0 0 0 18 0 0 0 0
0 0 0 0 0 0 0 0 22 0 0 0
0 0 0 0 0 0 0 0 0 16 0 5
0 0 0 0 0 0 0 0 0 0 0 3
174 0 0 0 0 9 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
