PROBLEM1-20 PROBLEM1-100 PROBLEM1-40 PROBLEM2-20 PROBLEM2-40 PROBLEM3-20 PROBLEM3-40 PROBLEM3-100 START END 
0 24 68 0 0 0 0 0 0 31
0 0 0 0 0 0 0 0 0 27
0 7 0 0 0 0 0 0 0 65
0 0 0 0 19 0 0 0 0 1
0 0 0 0 0 0 0 0 0 19
0 0 0 0 0 0 84 7 0 17
0 0 0 0 0 0 0 0 0 85
0 0 0 0 0 0 0 0 0 6
123 0 0 23 0 108 0 0 0 0
0 0 0 0 0 0 0 0 0 0
