PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM2-20 PROBLEM2-40 PROBLEM1-100 PROBLEM2-60 PROBLEM2-100 PROBLEM3-20 PROBLEM3-40 PROBLEM3-60 START END 
0 61 0 0 0 0 0 0 0 0 0 0 18
0 0 41 0 0 9 0 0 0 0 0 0 11
0 0 0 0 0 5 0 0 0 0 0 0 35
0 0 0 0 32 0 0 0 0 0 0 0 0
0 0 0 0 0 0 19 0 0 0 0 0 12
0 0 0 0 0 0 0 0 0 0 0 0 15
0 0 0 0 0 0 0 9 0 0 0 0 11
0 0 0 0 0 0 0 0 0 0 0 0 9
0 0 0 0 0 0 0 0 0 17 0 0 5
0 0 0 0 0 0 0 0 0 0 16 0 1
0 0 0 0 0 0 0 0 0 0 0 0 15
79 0 0 32 0 0 0 0 22 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
