PROBLEM1-20 PROBLEM1-40 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM4-20 PROBLEM4-40 PROBLEM5-20 PROBLEM5-40 START END 
0 37 29 0 0 0 0 0 0 0 20
0 0 6 0 0 0 0 0 0 0 27
0 0 0 0 0 0 0 0 0 0 32
0 0 0 0 10 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 4 0 0 0 2
0 0 0 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 3 0 1
0 0 0 0 0 0 0 0 0 0 3
79 0 0 12 0 7 0 4 0 0 0
0 0 0 0 0 0 0 0 0 0 0
