PROBLEM1-20 PROBLEM1-40 PROBLEM1-80 PROBLEM2-20 PROBLEM2-40 PROBLEM1-100 PROBLEM2-80 PROBLEM2-60 PROBLEM1-60 START END 
0 97 0 0 0 0 0 0 0 0 70
0 0 50 0 0 0 0 0 13 0 34
0 0 0 0 0 39 0 0 0 0 15
0 0 0 0 38 0 0 0 0 0 6
0 0 0 0 0 0 24 0 0 0 9
0 0 0 0 0 0 0 0 0 0 38
0 0 0 0 0 0 0 24 0 0 3
0 0 0 0 0 0 0 0 0 0 26
0 0 0 0 0 0 0 0 0 0 9
167 0 0 44 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
