PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-100 PROBLEM1-80 PROBLEM3-20 PROBLEM3-40 PROBLEM3-60 PROBLEM3-80 PROBLEM3-100 START END 
0 58 0 0 0 0 0 0 0 0 0 0
0 0 47 0 0 0 0 0 0 0 0 11
0 0 0 8 0 0 0 0 0 0 0 39
0 0 0 0 5 0 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 4 4 0 0 0 0
0 0 0 0 0 0 0 8 0 0 0 0
0 0 0 0 0 0 0 0 8 0 0 0
0 0 0 0 0 0 0 0 0 10 0 2
0 0 0 0 0 0 0 0 0 0 0 6
58 0 0 0 0 8 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
