PROBLEM1-20 PROBLEM6-20 PROBLEM6-60 PROBLEM1-60 PROBLEM1-100 PROBLEM7-20 PROBLEM7-60 PROBLEM3-20 PROBLEM3-60 PROBLEM2-20 PROBLEM2-60 PROBLEM2-100 PROBLEM5-20 PROBLEM9-20 PROBLEM9-60 PROBLEM5-60 START END 
0 0 0 59 0 0 0 0 0 0 0 0 0 0 0 0 0 7
0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 47
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19
0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9
0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 16
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
66 12 2 7 0 9 2 11 0 24 4 0 6 8 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
