PROBLEM1-20 PROBLEM1-60 PROBLEM6-20 PROBLEM6-60 PROBLEM1-100 PROBLEM4-20 PROBLEM4-60 PROBLEM2-60 PROBLEM2-20 PROBLEM7-20 PROBLEM7-60 PROBLEM3-20 PROBLEM3-60 PROBLEM5-20 PROBLEM5-60 PROBLEM5-100 START END 
0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 16
0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
20 4 4 1 0 2 0 1 2 2 0 2 0 4 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
