PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM3-20 PROBLEM3-40 PROBLEM2-60 PROBLEM2-80 START END 
0 20 0 0 0 0 0 0 0 0 0 0 17
0 0 6 0 0 0 0 0 0 0 0 0 14
0 0 0 3 0 0 0 0 0 0 0 0 3
0 0 0 0 3 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 7 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 2 0 0 5
0 0 0 0 0 0 0 0 3 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 0 0 2 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1
37 0 0 0 0 11 0 7 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
