PROBLEM3-20 PROBLEM3-40 PROBLEM2-20 PROBLEM2-40 PROBLEM4-20 PROBLEM4-40 PROBLEM2-100 PROBLEM3-100 START END 
0 92 0 0 0 0 0 7 0 16
0 0 0 0 0 0 0 0 0 80
0 0 0 18 0 0 3 0 0 1
0 0 0 0 0 0 0 0 0 18
0 0 0 0 0 6 0 0 0 2
0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 0 6
103 0 22 0 9 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
