PROBLEM5-20 PROBLEM5-60 PROBLEM2-20 PROBLEM2-60 PROBLEM1-20 PROBLEM1-60 PROBLEM7-20 PROBLEM7-60 START END 
0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1
0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 2 0 0 0 0
0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 1 0 0
0 0 0 0 0 0 0 0 0 1
1 0 1 0 2 1 1 0 0 0
0 0 0 0 0 0 0 0 0 0
