PROBLEM1-20 PROBLEM1-40 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-80 PROBLEM2-60 START END 
0 14 0 0 0 0 0 0 0 28
0 0 13 0 0 0 0 0 0 1
0 0 0 13 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 13
0 0 0 0 0 12 0 0 0 16
0 0 0 0 0 0 11 0 0 0
0 0 0 0 0 0 0 8 0 4
0 0 0 0 0 0 0 0 0 7
42 0 0 0 28 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
