PROBLEM1-20 PROBLEM2-20 PROBLEM2-60 PROBLEM9-20 PROBLEM9-60 PROBLEM1-60 PROBLEM3-20 PROBLEM3-60 PROBLEM4-20 PROBLEM4-60 PROBLEM7-20 PROBLEM7-60 PROBLEM5-20 PROBLEM5-60 PROBLEM6-20 PROBLEM6-60 PROBLEM1-100 START END 
0 0 0 0 0 101 0 0 0 0 0 0 0 0 0 0 0 0 12
0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32
0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 96
0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11
0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9
0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
107 35 0 11 0 6 11 0 7 0 9 0 8 0 9 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
