PROBLEM1-20 PROBLEM1-40 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-100 PROBLEM3-20 PROBLEM3-100 PROBLEM4-20 PROBLEM4-100 PROBLEM5-20 PROBLEM5-100 PROBLEM6-20 PROBLEM6-100 PROBLEM6-40 PROBLEM7-20 PROBLEM7-100 PROBLEM7-40 START END 
0 22 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
0 0 0 0 10 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0 0 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
33 0 0 15 0 0 1 0 1 0 1 0 9 0 0 4 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
