PROBLEM1-20 PROBLEM1-100 PROBLEM1-40 PROBLEM2-20 PROBLEM2-40 PROBLEM3-20 PROBLEM3-40 PROBLEM4-20 PROBLEM4-40 PROBLEM3-100 START END 
0 31 68 0 0 0 0 0 0 0 0 31
0 0 0 0 0 0 0 0 0 0 0 27
0 7 0 0 0 0 0 0 0 0 0 65
0 0 0 0 19 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 19
0 0 0 0 0 0 106 0 0 10 0 18
0 0 0 0 0 0 0 0 0 0 0 94
0 0 0 0 0 0 0 0 8 0 0 2
0 0 0 0 0 0 0 0 0 0 0 8
0 0 0 0 0 0 0 0 0 0 0 9
123 0 0 23 0 121 0 12 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
