PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-60 PROBLEM2-80 PROBLEM2-100 START END 
0 39 0 0 0 0 0 0 0 0 0 0
0 0 22 0 0 0 0 0 0 0 0 17
0 0 0 19 0 0 0 0 0 0 0 6
0 0 0 0 19 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 16
0 0 0 0 0 0 3 0 0 0 0 0
0 0 0 0 0 0 0 7 0 0 0 0
0 0 0 0 0 0 0 0 10 0 0 0
0 0 0 0 0 0 0 0 0 6 0 4
0 0 0 0 0 0 0 0 0 0 0 1
39 0 0 0 0 4 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
