PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-80 PROBLEM1-100 PROBLEM2-60 PROBLEM2-80 PROBLEM2-100 START END 
0 75 0 0 0 0 0 0 0 2
0 0 61 0 0 0 0 0 0 14
0 0 0 44 0 0 0 0 0 23
0 0 0 0 41 0 0 0 0 3
0 0 0 0 0 0 0 0 0 35
0 0 0 0 0 0 21 0 0 0
0 0 0 0 0 0 0 22 0 9
0 0 0 0 0 0 0 0 0 1
77 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0
