PROBLEM1-20 PROBLEM1-40 PROBLEM1-100 PROBLEM1-60 PROBLEM2-20 PROBLEM2-40 PROBLEM2-60 PROBLEM2-80 PROBLEM2-100 PROBLEM5-20 PROBLEM5-40 PROBLEM5-60 PROBLEM5-80 PROBLEM5-100 PROBLEM7-20 PROBLEM7-40 PROBLEM7-60 PROBLEM7-100 START END 
0 174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 30 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59
0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85
0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 89 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 95 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 0 0 37
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 89 107 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 89 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 112 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 159 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 88
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 117 0 0 10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 114 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57
174 0 0 0 45 0 0 0 0 88 0 0 0 0 68 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
