PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-60 PROBLEM2-80 START END 
0 108 0 0 0 0 0 0 0 0 1
0 0 92 0 0 0 0 0 0 0 19
0 0 0 49 14 0 0 0 0 0 44
0 0 0 0 31 0 0 0 0 0 18
0 0 0 0 0 0 0 0 0 0 27
0 0 0 0 0 0 13 0 0 0 0
0 0 0 0 0 0 0 31 0 0 0
0 0 0 0 0 0 0 0 13 0 3
0 0 0 0 0 0 0 0 0 0 12
109 0 0 0 0 16 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
