PROBLEM1-20 PROBLEM2-20 PROBLEM2-60 PROBLEM9-20 PROBLEM9-60 PROBLEM1-60 PROBLEM3-20 PROBLEM3-60 PROBLEM4-20 PROBLEM4-60 PROBLEM8-20 PROBLEM8-60 PROBLEM7-20 PROBLEM7-60 PROBLEM5-20 PROBLEM5-60 PROBLEM6-20 PROBLEM6-60 PROBLEM1-100 PROBLEM2-100 START END 
0 0 0 0 0 220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24
0 0 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 71
0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71 0 0 198
0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11
0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 69
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30
244 91 19 25 7 48 36 4 15 2 10 3 23 2 13 3 26 4 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
