PROBLEM1-20 PROBLEM1-40 PROBLEM1-60 PROBLEM1-80 PROBLEM1-100 PROBLEM2-20 PROBLEM2-40 PROBLEM2-60 START END 
0 7 0 0 0 0 0 0 0 0
0 0 5 0 0 0 0 0 0 2
0 0 0 5 0 0 0 0 0 0
0 0 0 0 4 0 0 0 0 1
0 0 0 0 0 0 0 0 0 4
0 0 0 0 0 0 3 0 0 0
0 0 0 0 0 0 0 2 0 1
0 0 0 0 0 0 0 0 0 1
7 0 0 0 0 3 0 0 0 0
0 0 0 0 0 0 0 0 0 0
