PROBLEM1-20 PROBLEM1-100 PROBLEM1-40 PROBLEM2-20 PROBLEM2-40 PROBLEM3-20 PROBLEM3-40 PROBLEM4-20 PROBLEM4-40 PROBLEM3-100 PROBLEM5-20 PROBLEM5-40 PROBLEM6-20 PROBLEM6-40 PROBLEM6-100 START END 
0 31 68 0 0 0 0 0 0 0 0 0 0 0 0 0 31
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27
0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65
0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24
0 0 0 0 0 0 120 0 0 20 0 0 0 0 0 0 27
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 105
0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42
0 0 0 0 0 0 0 0 0 0 0 0 0 59 8 0 9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
123 0 0 28 0 152 0 18 0 0 54 0 67 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
