PROBLEM2-20 PROBLEM2-60 PROBLEM1-20 PROBLEM9-20 PROBLEM9-60 PROBLEM7-20 PROBLEM7-60 PROBLEM1-60 PROBLEM6-20 PROBLEM6-60 START END 
0 7 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 0 21 0 0 0 3
0 0 0 0 7 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 7
0 0 0 0 0 0 2 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 2
0 0 0 0 0 0 0 0 0 0 0 20
0 0 0 0 0 0 0 0 0 3 0 0
0 0 0 0 0 0 0 0 0 0 0 2
7 0 24 7 0 2 0 0 3 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0
